run_id,workflow,scenario_id,level,plant,tier,seed,replicate,launched,completed,state_valid,returncode,runner_error,invalid_actions,budget_refusals,tool_errors,injected_failures,tool_failures_recorded,verifier_rejections,retries,fallbacks,guards_tripped,steps_completed,problems,truth_label,final_label,final_label_set,attribution_exact,attribution_partial,primary_in_truth,drift_applicable,false_kinetic_drift,kinetic_parameters_reported,kinetic_parameters_outside_prior,kinetic_update_offered,false_kinetic_update,abstain_on,abstention_applicable,abstention_correct,abstention_fraction,flag_sensor,correct_flag_sensor,flag_sensor_correct,claims,claims_unsupported,unsupported_claim_rate,forecast_verified,forecast_reason,forecast_window,interval_source,ensemble,constraint_violations,balance_verified,cod_closure_mean,cod_balance_error,n_cod_inadmissible,charge_drift,charge_consistent,recovery_scored,recovery_n,recovery_mean_abs_error,recovery_mean_rel_error,recovery_coverage,recovery_at_bound,recovery_detail,q_gas_stp_dry_mae,q_gas_stp_dry_rmse,q_gas_stp_dry_nrmse,q_gas_stp_dry_bias,q_gas_stp_dry_coverage_50,q_gas_stp_dry_coverage_90,q_gas_stp_dry_interval_score_90,q_gas_stp_dry_crps,q_gas_stp_dry_crps_posterior,ch4_fraction_mae,ch4_fraction_rmse,ch4_fraction_nrmse,ch4_fraction_bias,ch4_fraction_coverage_50,ch4_fraction_coverage_90,ch4_fraction_interval_score_90,ch4_fraction_crps,ch4_fraction_crps_posterior,pH_mae,pH_rmse,pH_nrmse,pH_bias,pH_coverage_50,pH_coverage_90,pH_interval_score_90,pH_crps,pH_crps_posterior,vfa_titrimetric_mae,vfa_titrimetric_rmse,vfa_titrimetric_nrmse,vfa_titrimetric_bias,vfa_titrimetric_coverage_50,vfa_titrimetric_coverage_90,vfa_titrimetric_interval_score_90,vfa_titrimetric_crps,vfa_titrimetric_crps_posterior,tan_mae,tan_rmse,tan_nrmse,tan_bias,tan_coverage_50,tan_coverage_90,tan_interval_score_90,tan_crps,tan_crps_posterior,simulator_evals,simulator_evals_budget,simulator_evals_fraction,assay_units,assay_units_budget,wall_clock_s,wall_clock_budget_min,wall_clock_fraction,log_span_s,tool_runtime_s,n_calls,tokens,cost_source,meter_agrees_with_summary,self_report_mismatch,uncertainty_reduction,uncertainty_reduction_per_assay_unit
run_2e5a6407a4a8,p0,S0-01,0,B,C,1001,0,True,True,True,0,,0,0,0,0,0,0,0,1,0,11,,none,none,none,True,1,True,True,False,2,,True,,,False,,,,,True,2,0,0,True,,"[150, 200]",fisher,True,0,True,-0.104039,0.104039,2,0.276379,False,True,4,0.212977,0.212977,0.5,0,Y_ac:1.126/1.000/out Y_h2:1.427/1.000/in k_m_h2:0.809/1.000/in k_m_pro:1.108/1.000/out,385.129,479.06,0.55581,-202.022,0,0,7436.09,379.622,,0.0128189,0.0157367,1.14629,-0.0110492,0.0204082,0.0204082,0.251522,0.0126959,,0.0344086,0.0424708,1.06974,0.00837575,0.02,0.06,0.631202,0.0331111,,0.0487521,0.0638482,1.63894,0.0427795,0.142857,0.142857,0.86234,0.0462279,,0.0752166,0.0833064,0.773475,0.0752166,0,0,1.3108,0.0696194,,307,450,0.682222,2,2,4832.84,90,0.89497,4832.66,4831.94,35,,registry_meter,True,False,0.73047,0.365235
run_39966e849a09,p0,S5-02,5,B,A,1052,0,True,True,True,0,,0,0,0,0,1,0,6,0,0,12,,parameter,state,state,False,0,False,False,,0,,False,,,False,,,,,True,2,1,0.5,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,0.16795,0.16795,1,0,Y_ac:1.209/1.000/in Y_h2:1.127/1.000/in,306.825,408.062,0.472887,57.1248,0.0465116,0.0465116,5583.68,292.274,,,,,,,,,,,0.132661,0.142146,3.28038,-0.132661,0,0,2.57824,0.130427,,,,,,,,,,,,,,,,,,,,304,600,0.506667,3,4,4404.07,120,0.611677,4403.89,4403.17,25,,registry_meter,True,False,0,0
run_3ba330fb57c1,p0,S3-03,3,C,C,1033,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,influent,none,none,False,0,False,True,False,3,,True,True,,False,,,,,True,2,0,0,True,,"[150, 200]",fisher,True,0,True,0.0371073,0.0371073,0,0.250249,False,True,4,0.228568,0.228568,0.5,0.25,Y_ac:1.500/1.000/out k_m_ac:0.672/1.000/out k_m_c4:0.988/1.000/in k_m_h2:1.074/1.000/in,175.193,214.636,0.781036,137.002,0.0212766,0.0212766,3423,172.93,,0.0097116,0.012244,0.944496,0.00178941,0.0208333,0.0208333,0.188325,0.00958098,,0.0899513,0.102547,1.66205,0.0888454,0,0,1.75023,0.0885248,,0.0654008,0.0747881,2.17815,0.0654008,0.142857,0.142857,1.2106,0.0629015,,0.203827,0.208398,2.50694,0.203827,0,0,3.90759,0.19808,,356,600,0.593333,3,4,4841.95,120,0.672493,4841.77,4841.05,37,,registry_meter,True,False,0.80751,0.26917
run_3c7a5c182fe8,p0,S3-01,3,C,A,1031,0,True,True,True,0,,0,0,0,0,1,0,6,0,0,12,,influent,none,none,False,0,False,True,True,2,k_m_ac,True,True,,False,,,,,True,2,0,0,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,1.09083,1.09083,1,0.5,k_dec_X_ac:2.515/1.000/in k_m_ac:0.333/1.000/in,129.16,173.127,0.501029,18.5296,0.102564,0.102564,2355.27,123.705,,,,,,,,,,,0.0587499,0.0675957,1.31804,0.0300692,0.0243902,0.0243902,1.02863,0.055058,,,,,,,,,,,,,,,,,,,,320,600,0.533333,3,4,4300.27,120,0.59726,4300.09,4299.42,25,,registry_meter,True,False,0,0
run_4d7b1e0e24ae,p0,S5-01,5,A,C,1051,0,True,True,True,0,,0,0,0,0,0,0,0,2,1,11,,parameter,sensor,sensor,False,0,False,False,,4,,False,,,False,,,digestate_ts,,False,8,0,0,True,,"[273.75, 365]",fisher,True,0,True,-0.0240264,0.0240264,0,0.560301,False,True,4,0.180755,0.180755,0.5,0,K_S_pro:0.877/1.000/out k_m_ac:0.615/1.000/in k_m_c4:1.147/1.000/out k_m_h2:1.069/1.000/in,51.6018,63.5112,0.600234,20.316,0.0549451,0.0549451,899.921,48.0679,,0.0173494,0.0210374,0.912437,-0.0124846,0.102273,0.102273,0.310142,0.0163846,,0.0809031,0.0892832,2.05216,-0.080565,0.0113636,0.0113636,1.50666,0.077833,,0.350782,0.387702,1.53288,-0.307682,0,0,6.61515,0.339794,,0.625767,0.645862,3.87978,-0.625767,0,0,11.5675,0.599438,,227,300,0.756667,3,4,5561.53,120,0.772435,5561.35,5560.59,33,,registry_meter,True,False,0.687388,0.229129
run_514c6a3e4970,p0,S3-03,3,A,A,1033,0,True,True,True,0,,0,0,0,0,0,0,0,1,0,11,,influent,none,none,False,0,False,True,False,0,,True,True,,False,,,,,True,0,0,,True,,"[273.75, 365]",fisher,True,0,True,,,0,,,True,2,0.29326,0.29326,0.5,0,Y_ac:1.106/1.000/in Y_h2:0.519/1.000/out,54.8647,72.6006,0.708029,-23.751,0.0238095,0.0714286,1038.42,53.6566,,,,,,,,,,,0.110225,0.125715,1.74775,-0.103481,0,0,2.17953,0.109521,,,,,,,,,,,,,,,,,,,,248,600,0.413333,3,4,6184.44,120,0.858951,6184.27,6183.35,24,,registry_meter,True,False,0.574083,0.191361
run_55999fdbabfd,p0,S5-02,5,C,C,1052,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,parameter,sensor,sensor,False,0,False,False,,4,,False,,,False,,,digestate_ts,,False,4,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0249869,0.0249869,0,0.325217,False,True,4,0.0443421,0.0443421,0.75,0,K_S_pro:0.987/1.000/in k_m_ac:1.127/1.000/out k_m_c4:1.033/1.000/in k_m_h2:1.004/1.000/in,145.268,179.447,0.705774,-33.097,0,0,2901.92,145.193,,0.0103631,0.0126922,0.949228,0.0034534,0,0.0196078,0.204136,0.0102951,,0.0478467,0.0544035,1.32584,0.0404323,0,0,0.950248,0.0477116,,0.0672306,0.0726559,1.03702,0.0383055,0,0,1.2741,0.065549,,0.150486,0.157221,2.80662,0.150486,0,0,3.00944,0.150478,,359,600,0.598333,3,4,5074.76,120,0.704828,5074.64,5073.58,36,,registry_meter,True,False,0.919265,0.306422
run_55cb035f6d4f,p0,S3-01,3,C,C,1031,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,influent,sensor,sensor,False,0,False,True,False,4,,False,False,,False,,,digestate_ts,,False,6,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0217892,0.0217892,0,0.349766,False,True,4,0.181926,0.181926,0.75,0,K_S_pro:0.858/1.000/in k_m_ac:1.329/1.000/out k_m_c4:1.175/1.000/in k_m_h2:1.081/1.000/in,137.193,183.941,0.4729,6.98332,0,0,2740.92,137.128,,0.011769,0.0140303,1.05491,-0.00696645,0,0,0.232454,0.0117079,,0.0606626,0.0754242,1.27228,0.0397413,0,0,1.20816,0.0605557,,0.0497825,0.060181,1.79735,0.0493636,0,0.142857,0.964204,0.0490704,,0.118211,0.12894,2.1842,0.118211,0,0,2.36401,0.118207,,372,600,0.62,3,4,4928.65,120,0.684535,4928.46,4927.75,36,,registry_meter,True,False,0.859288,0.286429
run_566d0eb4ce79,p0,S5-02,5,C,B,1052,0,True,True,True,0,,0,0,0,0,1,0,1,0,0,12,,parameter,none,none,False,0,False,False,,1,,True,,,False,,,,,True,2,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0211358,0.0211358,0,0.33312,False,True,2,0.893897,0.893897,0.5,0.5,Y_ac:1.500/1.000/out k_m_ac:2.288/1.000/in,145.062,180.972,0.705325,-50.1947,0.06,0.06,2651.05,139.483,,0.0109463,0.0132435,0.990464,0.00363668,0.156863,0.196078,0.162828,0.00970005,,0.0414248,0.04794,1.17748,0.0321499,0.104167,0.125,0.697323,0.03823,,0.0964121,0.117607,1.67861,0.0817325,0.428571,0.428571,0.614923,0.061813,,0.131787,0.139739,2.80793,0.131787,0,0,2.53293,0.128895,,309,600,0.515,3,4,4313,120,0.599028,4312.82,4311.99,30,,registry_meter,True,False,0.28527,0.09509
run_57769fde2093,p0,S4-02,4,B,C,1042,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,state+sensor,none,none,False,0,False,True,False,2,,True,True,transient_response+peak_load_behaviour,True,False,0,,,True,6,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0864969,0.0864969,0,0.324761,False,True,4,0.138783,0.138783,1,0,Y_ac:1.005/1.000/in Y_h2:1.312/1.000/in k_m_h2:0.802/1.000/in k_m_pro:0.959/1.000/in,505.525,628.714,0.703831,-463.354,0,0,9876.01,500.817,,0.0091586,0.011373,0.736136,-0.00290474,0.0204082,0.0204082,0.177538,0.00902332,,0.0423166,0.0546574,1.04132,0.00265338,0,0.0408163,0.788168,0.0410266,,0.0537767,0.0641906,0.598055,-0.00644411,0,0,0.953908,0.0508838,,0.054645,0.0678021,0.867427,0.0462172,0.142857,0.142857,0.918599,0.0501577,,375,600,0.625,3,4,5394.47,120,0.749232,5394.3,5393.44,37,,registry_meter,True,False,0.727898,0.242633
run_691c3c164c17,p0,S3-03,3,C,B,1033,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,influent,none,none,False,0,False,True,False,1,,True,True,,False,,,,,True,3,0,0,True,,"[150, 200]",fisher,True,0,True,0.0433127,0.0433127,0,0.380157,False,True,2,0.483814,0.483814,0,0.5,Y_ac:1.500/1.000/out k_m_ac:0.532/1.000/out,161.935,193.296,0.96342,138.888,0.0454545,0.0681818,3125.97,159.674,,0.0100652,0.0129899,1.00381,0.00290174,0.0638298,0.170213,0.159081,0.00913137,,0.0895099,0.101829,1.61957,0.0881607,0,0,1.70325,0.0876024,,0.084442,0.0902704,2.62907,0.084442,0,0.142857,1.29999,0.075165,,0.200795,0.205428,2.47122,0.200795,0,0,3.89777,0.197336,,356,600,0.593333,3,4,4632.47,120,0.643398,4632.29,4631.6,30,,registry_meter,True,False,0.623259,0.207753
run_6bc2ba96ad14,p0,S3-03,3,B,C,1033,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,influent,none,none,False,0,False,True,False,2,,True,True,,False,,,,,True,4,0,0,True,,"[150, 200]",fisher,True,0,True,-0.0150091,0.0150091,0,0.229523,False,True,4,0.331993,0.331993,0.5,0.5,Y_ac:1.491/1.000/out Y_h2:1.500/1.000/in k_m_h2:0.666/1.000/out k_m_pro:0.996/1.000/in,295.561,406.531,0.716077,245.613,0,0.0212766,5660.52,289.536,,0.0108422,0.013662,0.671027,0.00661782,0.0196078,0.0588235,0.208907,0.0106801,,0.0335199,0.0410841,1.13575,-0.0204667,0.08,0.14,0.573027,0.0315356,,0.0558926,0.0633263,0.970846,-0.0218006,0,0,0.937848,0.052142,,0.017882,0.0196859,0.634681,0.00938515,0.142857,0.571429,0.0958113,0.0114549,,359,600,0.598333,3,4,4736.26,120,0.657814,4736.07,4735.36,37,,registry_meter,True,False,0.67812,0.22604
run_6d1a9aab4239,p0,S5-01,5,A,B,1051,0,True,True,True,0,,0,0,0,0,0,0,6,1,0,11,,parameter,none,none,False,0,False,False,,1,,True,,,False,,,,,True,3,0,0,True,,"[273.75, 365]",fisher,True,0,True,-0.0257902,0.0257902,0,0.565282,False,True,2,0.886243,0.886243,1,0,Y_ac:1.384/1.000/in k_dec_X_ac:2.389/1.000/in,49.1259,60.9907,0.583515,11.7617,0,0,982.513,49.1257,,0.0169031,0.0200689,0.866734,-0.0122677,0,0,0.338061,0.0169031,,0.0858324,0.0939749,2.15857,-0.0857931,0,0,1.71664,0.0858322,,0.328753,0.367288,1.45217,-0.284254,0,0,6.57502,0.328752,,0.678398,0.696972,4.1868,-0.678398,0,0,13.5679,0.678396,,242,300,0.806667,3,4,5983.82,120,0.831087,5983.64,5982.92,29,,registry_meter,True,False,0,0
run_6e92a42509c8,p0,S4-01,4,C,B,1041,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,state,none,none,False,0,False,True,True,2,k_dec_X_ac,True,True,,False,,,,,True,5,0,0,True,,"[150, 200]",fisher,True,0,True,0.00243965,0.00243965,0,0.354043,False,True,3,0.772565,0.772565,1,0.333333,Y_ac:1.220/1.000/in k_dec_X_ac:3.000/1.000/in k_m_ac:0.902/1.000/in,178.466,220.452,0.724923,-75.7318,0,0.02,3305,172.666,,0.0155484,0.0186132,1.61337,-0.0139618,0.0408163,0.0816327,0.272396,0.0146756,,0.0660601,0.0856996,1.435,0.0629515,0.122449,0.142857,1.18591,0.0632566,,0.0709337,0.0766602,1.15803,0.0374602,0.166667,0.166667,0.844733,0.0544781,,0.13289,0.142325,2.24822,0.13289,0,0,2.08696,0.121151,,362,600,0.603333,3,4,4874.48,120,0.677012,4874.3,4873.61,30,,registry_meter,True,False,0.129804,0.0432681
run_712b51a280f7,p0,S4-02,4,C,A,1042,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,state+sensor,none,none,False,0,False,True,True,1,k_m_ac,True,True,transient_response+peak_load_behaviour,True,False,0,,,True,2,0,0,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,0.519759,0.519759,0.5,0.5,Y_ac:1.500/1.000/in k_m_ac:0.460/1.000/out,151.955,189.251,0.780811,60.5572,0,0.0227273,2858.23,147.533,,,,,,,,,,,0.051334,0.0615084,1.42591,0.0490189,0,0.0222222,0.949809,0.0491853,,,,,,,,,,,,,,,,,,,,334,600,0.556667,3,4,4715.68,120,0.654956,4715.5,4714.72,25,,registry_meter,True,False,0.603127,0.201042
run_7a7fde17a08a,p0,S3-02,3,C,B,1032,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,influent,sensor,sensor+structural,False,0,False,True,False,1,,False,False,,False,,,alkalinity,,False,10,1,0.1,True,,"[150, 200]",fisher,True,0,True,-0.0219448,0.0219448,0,0.303857,False,True,2,0.352101,0.352101,1,0.5,Y_ac:0.500/1.000/in k_m_ac:0.796/1.000/in,184.991,243.58,0.622361,-113.466,0.0930233,0.116279,3193.69,173.416,,0.0139266,0.0193479,1.51816,-0.00687616,0.255319,0.297872,0.162424,0.0112865,,0.0406977,0.0516179,1.71312,-0.0312329,0.111111,0.177778,0.583276,0.0346396,,0.0782654,0.105648,1.75466,0.0560827,0.333333,0.5,0.553605,0.0462202,,,,,,,,,,,322,600,0.536667,3,4,4121.68,120,0.572455,4121.49,4120.81,28,,registry_meter,True,False,0.343047,0.114349
run_7bc533de9249,p0,S4-01,4,C,A,1041,0,True,True,True,0,,0,0,0,0,1,0,0,0,0,12,,state,parameter,parameter,False,0,False,True,True,2,k_dec_X_ac,True,True,,False,,,,,True,4,1,0.25,True,,"[150, 200]",fisher,True,0,True,,,0,,,True,2,1.01521,1.01521,1,0.5,k_dec_X_ac:3.000/1.000/in k_m_ac:0.970/1.000/in,174.59,217.022,0.709204,-67.0637,0.0212766,0.0212766,3318.3,170.443,,,,,,,,,,,0.182927,0.191476,1.10067,-0.0857244,0,0,3.54089,0.180118,,,,,,,,,,,,,,,,,,,,339,600,0.565,3,4,4559.49,120,0.633263,4559.31,4558.63,25,,registry_meter,True,False,0.123631,0.0412103
